group,name,count
m307,CATHERINE,35
m307,HELEN,19
m307,JAMES,69
m307,RENATA,10
m307,VAUGHAN,11
m308,DR. EMLEE,23
m308,LETTY,288
m308,MICHAEL,129
m308,MRS. HALLSTROM,4
m308,MRS. MAYER,34
m308,NURSE GATES,11
m308,PAUL,57
m308,PRINCIPAL GAIL,7
m308,RUTH,37
m309,AGENT HADLEY,28
m309,BASTALDI,21
m309,BOBBY BEANS,10
m309,BONANNO,28
m309,DANIEL,100
m309,HECTOR,5
m309,JOEY TWO TONS,19
m309,JULIEN,34
m309,LAMAR,14
m309,MARCEL,44
m309,NICKY THE RAKE,4
m309,RAPHAEL,9
m309,RAYMOND,46
m309,SAMI,111
m309,SOPHIE,38
m309,UNIFORMED COP,6
m309,VINNY,16
m309,WAYNE,10
m309,ZAMMITO,62
m309,ZERO,17
m31,ALEXEI,21
m31,BRANCH MANAGER,4
m31,JOHN,164
m31,NADIA,117
m31,OFFICIAL,3
m31,YURI,50
m310,AUNT WU,5
m310,BO,4
m310,FIGURE,8
m310,FIGURE IN BLACK,3
m310,FOX,9
m310,GANGSTER A,4
m310,GOVERNESS,7
m310,JEN,81
m310,LI,63
m310,LO,20
m310,MADAM YU,7
m310,MAY,4
m310,SIR TE,10
m310,TSAI,10
m310,YU,95
m311,ALBRECHT,34
m311,ANNABELLA,6
m311,DARLA,7
m311,ELLY,30
m311,ERIC,70
m311,FUNBOY,9
m311,GIDEON,8
m311,GRANGE,15
m311,LAO,25
m311,MICKEY,4
m311,SKULL COWBOY,14
m311,TBIRD,5
m311,TINTIN,5
m311,TOP DOLLAR,12
m311,TORRES,5
m312,ANNETTE,131
m312,AUNT HELEN,5
m312,BLAINE,12
m312,CECILE,71
m312,DR. GREENBAUM,18
m312,GREG,27
m312,KATHRYN,171
m312,MRS. CALDWELL,23
m312,MRS. O'SHEA,10
m312,MRS. SUGERMAN,6
m312,NIGHT DOORMAN,4
m312,RACHEL,6
m312,RONALD,30
m312,SEBASTIAN,294
m313,ALICE,71
m313,AMY,139
m313,BARBARA,13
m313,EDWARD,44
m313,IRENA,36
m313,LOIS,3
m313,MISS CALLAHAN,24
m313,MRS. FARREN,40
m313,OLIVER,75
m314,CARLTON,18
m314,DOCTOR,12
m314,FRIDA,283
m314,GEORGE,16
m314,GREGORY,18
m314,JENNIFER,142
m314,LLOYD,46
m314,MARK,20
m314,MOTHER,4
m314,MR. GRANT,9
m314,PETER,114
m314,SHRINK,6
m315,BARBER,6
m315,BUMSTEAD,62
m315,COP,7
m315,KARL,5
m315,MISS CRENSHAW,12
m315,MISTER BLACK,4
m315,PRIEST,5
m315,SCHREBER,39
m315,STROMBOLI,10
m315,THOMPSON,6
m315,WHITE,57
m315,WIFE,4
m316,BOB,88
m316,DAVE,192
m316,DUANE,24
m316,ELLEN,59
m316,MITCHELL,9
m316,MURRAY,14
m316,NANCE,14
m316,REED,97
m316,SECRETARY OF COMMERCE,6
m317,CHICO,14
m317,DIESEL,4
m317,GASPARILLA,13
m317,JOHN,33
m317,JULIE,3
m317,LOGAN,5
m317,MARIA,7
m317,MARY,25
m317,MIGUEL,5
m317,RHODES,29
m317,SARAH,27
m317,TOBY,34
m317,TONY,5
m317,TRICKS,3
m318,BUBBA,4
m318,CAMERON,7
m318,CHARLIE,81
m318,CHET,6
m318,CHRIS,37
m318,GLORIA,12
m318,HAGER,3
m318,KEATING,45
m318,KNOX,66
m318,MEEKS,17
m318,MR. PERRY,10
m318,NEIL,114
m318,NOLAN,15
m318,PITTS,18
m318,TODD,56
m319,CAPTAIN,5
m319,FINNEGAN,112
m319,HANOVER,28
m319,MAMOOLI,5
m319,MULLIGAN,19
m319,PANTUCCI,36
m319,TRILLIAN,49
m319,VIVO,8
m32,ANGELA,28
m32,BOJO,3
m32,BRYAN,3
m32,ELLA MAE,4
m32,GILL,24
m32,JESSE,6
m32,LAZARUS,179
m32,LINCOLN,7
m32,MAYELLA,4
m32,R.L.,39
m32,RAE,123
m32,RONNIE,42
m32,ROSE,16
m32,SANDY,10
m32,TEHRONNE,27
m320,ALBERT,55
m320,ANGELA,9
m320,ARMAND,10
m320,BAR GIRL,7
m320,CHECKER,4
m320,COLONEL,6
m320,JOHN,37
m320,LIEUTENANT,5
m320,LINDA,32
m320,MAN,6
m320,MERLE,69
m320,NICK,183
m320,SAL,37
m320,VET 1,4
m320,VET 2,4
m320,VINCE,61
m321,BENNETT,7
m321,CASSY,3
m321,DUBBS,8
m321,GALLAGHER,54
m321,KIMBERLY,10
m321,PEEBLES,7
m321,SANCHEZ,85
m321,SHEPPARD,6
m321,WADE,105
m321,WARDEN,3
m321,WHORE,5
m321,WILLY,10
m322,BELLE,17
m322,DANIEL,23
m322,HANK,7
m322,JABEZ,217
m322,MA STONE,53
m322,MARTIN,3
m322,MARY,99
m322,OLD FARMHAND'S VOICE,3
m322,SCRATCH,56
m322,SHERIFF,6
m322,SQUIRE,20
m322,STEVENS,21
m322,THE WOMAN,3
m322,TOM SHARP,10
m322,WEBSTER,72
m323,ARGYLE,15
m323,BIG JOHNSON,5
m323,ELLIS,16
m323,HANS,46
m323,HOLLY,25
m323,KARL,8
m323,MCCLANE,78
m323,POWELL,38
m323,ROBINSON,17
m323,TAKAGI,9
m323,THEO,7
m324,COMMISSIONER,6
m324,DRIVER,6
m324,HEIDI,8
m324,JACKIE,4
m324,JENNY,6
m324,JESUS FREAK,4
m324,LEON,62
m324,MAN,5
m324,MORETTI,68
m324,MULVANEY,53
m324,NEWSMAN,5
m324,PAULINE,5
m324,SAL,43
m324,SAM,5
m324,SHELDON,21
m324,SONNY,272
m324,SYLVIA,27
m324,TV NEWSMAN,11
m324,VI,15
m325,BISHOP,6
m325,CHOCO,19
m325,CIGLIUTI,5
m325,CLAREMONT,21
m325,DOMINO,68
m325,ED,46
m325,EDNA,7
m325,GREEN,4
m325,KEG PRESIDENT,4
m325,KIMMIE,8
m325,LASHANDRA,5
m325,LASHINDRA,5
m325,LATEESHA,5
m325,SOPHIE,9
m325,TARYN,14
m325,WEISS,7
m325,ZIERING,9
m326,BUGGIN' OUT,40
m326,CLIFTON,5
m326,COCONUT SID,8
m326,DA MAYOR,23
m326,EDDIE,6
m326,JADE,43
m326,KOREAN CLERK,4
m326,MISTER SEÑOR LOVE DADDY,5
m326,ML,23
m326,MOOKIE,131
m326,MOTHER SISTER,21
m326,PINO,49
m326,RADIO RAHEEM,19
m326,SAL,65
m326,SWEET DICK WILLIE,16
m326,TINA,29
m326,VITO,29
m327,CALE,5
m327,CHING CHONG,7
m327,HARRY,207
m327,JESSICA,77
m327,JESSICA'S DAD,4
m327,LEWIS,5
m327,LLOYD,210
m327,MARGIE,7
m327,MOFFIT,5
m327,MRS. DUNNE,16
m327,MS. HELLER,53
m327,PRINCIPAL COLLINS,42
m327,RAY,5
m327,TEN YEAROLD KID,4
m327,TOBY,4
m327,TURK,9
m327,ZIMMER,5
m328,BARON,5
m328,DUKE LETO,6
m328,EMPEROR,11
m328,GURNEY,16
m328,JESSICA,25
m328,KYNES,19
m328,MAPES,5
m328,NAVIGATOR,7
m328,PAUL,68
m328,PITER,4
m328,REVEREND MOTHER,23
m328,STILGAR,14
m328,THUFIR,5
m329,BELA,111
m329,BUNNY,6
m329,CAMERAMAN BILL,6
m329,CONRAD,5
m329,CRISWELL,18
m329,DOCTOR,4
m329,DOLORES,50
m329,ED,375
m329,ED'S VOICE,5
m329,GEORGIE,35
m329,HOST,4
m329,KATHY,38
m329,LORETTA,11
m329,MR. FELDMAN,10
m329,NORMA,9
m329,ORSON WELLES,7
m329,PAUL MARCO,14
m329,REVEREND LEMON,7
m329,REYNOLDS,17
m329,RUDE BOSS,4
m329,TOR,20
m329,VAMPIRA,16
m33,CHARLIE,49
m33,CONNIE,6
m33,ICH,70
m33,JOYCE,31
m33,KOBO,8
m33,NICK,179
m33,OHASHI,13
m33,OLIVER,15
m33,SUGAI,14
m330,AL,23
m330,BARRY,10
m330,CYNTHIA,33
m330,DR. GELLER,9
m330,ED,291
m330,FELICIA,3
m330,HANK,12
m330,JEANETTE,43
m330,JILL,12
m330,JOHN,15
m330,LOU,6
m330,MARCIA,9
m330,MR. SCHARLACH,3
m330,RAY,62
m330,RITA,8
m330,SCHARLACH,6
m330,SHARI,66
m330,TAD,9
m330,WOMAN,7
m331,CLASS,3
m331,DAVE,15
m331,DIANE,8
m331,DICK,5
m331,JIM,139
m331,JO,4
m331,LARRY,15
m331,LISA,14
m331,MISS BEEDER,3
m331,MS. HOY,3
m331,PAUL,39
m331,SHERRY,20
m331,TAMMY,26
m331,TRACY,74
m331,WALT,10
m332,BOXER,4
m332,BUD,133
m332,CHIEF,5
m332,CLERK,5
m332,COATES,12
m332,COHEN,4
m332,DUDLEY,65
m332,EXLEY,153
m332,HUDGEONS,37
m332,JACK,80
m332,LOEW,6
m332,LYNN,60
m332,MRS. LEFFERTS,17
m332,OPERATOR,4
m332,PATCHETT,24
m332,PINKER,15
m332,REYNOLDS,8
m332,STENSLAND,6
m332,STOMPANATO,13
m332,VICE CAPTAIN,3
m332,YOUNG OFFICER,3
m333,ALBERT,3
m333,ALFONSO,10
m333,BLAKE,9
m333,BRILL,118
m333,DEAN,369
m333,DEPINTO,8
m333,DESK CLERK,4
m333,DYLAN,4
m333,ERIC,14
m333,FIEDLER,3
m333,FRANKIE,4
m333,HAMERSLEY,6
m333,HICKS,25
m333,JENNY,4
m333,JERRY,34
m333,L.T.,6
m333,LEVIN,6
m333,MAN,5
m333,MAN'S VOICE,3
m333,MARSHAL,3
m333,MEG,4
m333,MORELOS,24
m333,PATRICK,3
m333,PRATT,10
m333,RACHEL,35
m333,REYNOLDS,44
m333,SAL,4
m333,SALES CLERK,13
m333,SENATOR ALBERT,9
m333,SHAFFER,4
m333,SILVERBERG,11
m333,STACY,57
m333,WAITER,5
m333,ZAVITZ,17
m334,ALMÁSY,132
m334,BOY,4
m334,CARAVAGGIO,62
m334,CLIFTON,30
m334,CORPORAL,3
m334,HANA,126
m334,HARDY,12
m334,JAN,5
m334,KATHARINE,105
m334,KIP,41
m334,LADY HAMPTON,4
m334,MADOX,36
m334,MÜLLER,10
m334,OFFICER,13
m334,OLIVER,7
m334,STUART,6
m334,THE PATIENT,83
m335,CRUZ,29
m335,GIN,239
m335,MAC,259
m335,QUI,3
m335,THIBADEAUX,43
m336,ANNA,6
m336,BAUM,6
m336,BRENDA,10
m336,DEFENDING LAWYER,5
m336,DOCTOR,3
m336,DONNA,31
m336,ED,158
m336,EMBRY,8
m336,ERIN,343
m336,FRANKEL,7
m336,GEORGE,73
m336,JANE,9
m336,KATIE,7
m336,LAURA,4
m336,MANDY,6
m336,MATTHEW,10
m336,MRS. MORALES,5
m336,PAULSEN,11
m336,POTTER,6
m336,ROSALIND,8
m336,ROSS,10
m336,THERESA,7
m337,ADMIRAL,3
m337,ADMIRAL PIETT,5
m337,BEN,19
m337,CHEWIE,17
m337,CREATURE,15
m337,DECK SERGEANT,6
m337,EMPEROR,5
m337,HAN,135
m337,LANDO,51
m337,LEIA,128
m337,LUKE,72
m337,PIETT,4
m337,RIEEKAN,12
m337,THREEPIO,22
m337,VADER,31
m337,YODA,38
m338,AIDE,4
m338,COLONEL,5
m338,CORNELIUS,7
m338,LEWIS,17
m338,MILO,5
m338,STEVIE,6
m338,ZIRA,6
m339,BRAZEN,7
m339,CUERVO JONES,14
m339,HERSHE,18
m339,MALLOY,35
m339,MAP TO THE STARS EDDIE,31
m339,PENDEJO BOB,4
m339,PIPELINE,7
m339,PLISSKEN,91
m339,PRESIDENT,8
m339,SPINAL,10
m339,TASLIMA,17
m339,UTOPIA,7
m34,BATTY,51
m34,BRYANT,16
m34,CHEW,4
m34,DECKARD,154
m34,DECKARD'S VOICE,3
m34,ESPER,14
m34,GAFF,4
m34,HOLDEN,19
m34,LEON,26
m34,MARY,8
m34,PRIS,25
m34,RACHAEL,58
m34,SALOME,13
m34,SEBASTIAN,43
m34,TAFFEY,10
m34,TYRELL,30
m34,VOICE,4
m34,WHEELER,12
m340,ARTHUR,86
m340,FIGURE,3
m340,GUENEVERE,25
m340,KAY,5
m340,LANCELOT,35
m340,MERLIN,65
m340,MORDRED,6
m340,MORGANA,14
m340,PERCEVAL,12
m340,SIR ECTOR,4
m340,UTHER,11
m341,BURKE,4
m341,CARDINAL,9
m341,CHRIS,184
m341,CLINIC DIRECTOR,4
m341,DR. KLEIN,27
m341,DR. TANNEY,4
m341,FATHER DYER,23
m341,KARL,13
m341,KARRAS,129
m341,KINDERMAN,51
m341,MERRIN,32
m341,MRS.KARRAS,7
m341,NURSE,4
m341,PRESIDENT,6
m341,PSYCHIATRIST,8
m341,REGAN,51
m341,REGAN/DEMON,31
m341,SHARON,17
m341,UNCLE,4
m341,WILLIE,3
m342,BUD,4
m342,CHARLIE,11
m342,DONNA,9
m342,DR. BEASLEY,11
m342,EARL,9
m342,FRANK,370
m342,GIRL,6
m342,HELEN,4
m342,JACK,356
m342,KID,6
m342,LLOYD,6
m342,MONICA,9
m342,MR. DANIELS,4
m342,MRS. BAKER,32
m342,NICK,4
m342,NINA,23
m342,SUSIE,157
m342,TOMMY,5
m342,WILLIE,4
m342,WOMAN,21
m343,ARCHER,99
m343,BUZZ,3
m343,CASTOR,86
m343,DIETRICH,3
m343,DR. GARDNER,5
m343,EVE,63
m343,JAMIE,7
m343,KIMBERLY,5
m343,LAZARRO,14
m343,POLLUX,25
m343,SASHA,11
m343,TITO,9
m343,WALTON,5
m343,WANDA,7
m343,WAXY,5
m344,ADELLE,13
m344,ALAN,21
m344,ANNIE,23
m344,ARNIE,28
m344,BIG ED,4
m344,CASH,40
m344,EVELYN,10
m344,FRANK,5
m344,JACK,291
m344,KATE,125
m344,KENNY,7
m344,LASSITER,11
m344,LORI,5
m344,MAN,6
m344,MRS. PETERSON,4
m344,PAULA,10
m344,SAM WONG,5
m344,TONY THE DOORMAN,4
m345,ALICIA,9
m345,BEN,79
m345,DEBBIE,7
m345,DOCTOR,6
m345,JOHNNY,55
m345,LEONARD,12
m345,REED,113
m345,SEXY NURSE,8
m345,SUE,92
m345,THE THING,8
m345,VICTOR,61
m346,CARTER,53
m346,CORA,43
m346,DUVAL,43
m346,GRANT,133
m346,MAN,5
m346,MICHAELS,70
m346,MICHAELS' VOICE,5
m346,OWENS,24
m346,OWENS' VOICE,5
m346,REID,21
m347,ATTENDANT,5
m347,CARL,63
m347,CUSTOMER,8
m347,DETECTIVE SIBERT,10
m347,GARY,18
m347,GRIMSRUD,14
m347,HOOKER ONE,8
m347,HOOKER TWO,5
m347,JEAN,6
m347,JERRY,149
m347,LOU,26
m347,MAN,18
m347,MARGE,169
m347,MIKE,29
m347,NORM,21
m347,SALESMAN,3
m347,SCOTT,11
m347,SCOTT'S VOICE,5
m347,SHEP,13
m347,STAN,16
m347,TROOPER,4
m347,VOICE,50
m347,WADE,43
m347,WOMAN,9
m347,YOUNGER MAN,5
m348,ANGEL FACE,5
m348,BANDAGED PROPRIETOR,4
m348,BOB,11
m348,BOSS,10
m348,DETECTIVE STERN,9
m348,INTERN,4
m348,JACK,374
m348,LEADER,5
m348,LOU,11
m348,MARLA,97
m348,RAYMOND,9
m348,RICKY,5
m348,SECURITY TFM,4
m348,TYLER,214
m348,TYLER'S VOICE,5
m348,VOICE,6
m348,WOUNDED BARTENDER,6
m349,CLEAR,43
m349,DANO,5
m349,DETECTIVE SUBY,4
m349,EUGENE,5
m349,FRANKIE,6
m349,ISABELLA,5
m349,JORGE,6
m349,KAT,6
m349,KIMBERLY,79
m349,MR. BURROUGHS,11
m349,NORA,5
m349,RORY,16
m349,SHAINA,7
m349,STEVE,3
m349,THOMAS,48
m349,TIM,6
m35,ADAM,318
m35,ARON,13
m35,ATKINSON,5
m35,BELLBOY,9
m35,BUTCHER,5
m35,BYSTANDER #1,3
m35,CALVIN,116
m35,CLERK,4
m35,CLIFF,16
m35,EVE,240
m35,HELEN,91
m35,JERRY,7
m35,LEVY,5
m35,MISS SWEET,9
m35,MOM,6
m35,PILOT,5
m35,POSTAL WORKER,3
m35,SODA JERK,12
m35,STREET WALKER,6
m35,TOWER,5
m35,TROY,102
m350,ALEX,57
m350,BILLY,5
m350,CARTER,22
m350,CLEAR,40
m350,MR. BLUDWORTH,6
m350,TOD,5
m350,WEINE,4
m351,BREWER,63
m351,CO,25
m351,DE FRAVIO,11
m351,DOYLE,4
m351,KIRKHILL,32
m351,PRISONER,4
m351,RAMBO,100
m351,TECH,5
m351,TRAUTMAN,37
m352,ANNE,85
m352,DOCTOR,4
m352,EDWIN,5
m352,FRANK,7
m352,GAY BUM,11
m352,JACK,178
m352,LEATHER,12
m352,LYDIA,60
m352,PARRY,116
m352,RECEPTIONIST,3
m352,SONDRA,7
m353,BETTY,5
m353,BOBBY,206
m353,CARL,26
m353,CATHERINE,63
m353,DRIVER,4
m353,ELTON,5
m353,PALM,28
m353,RAYETTE,67
m353,SAMIA,10
m353,SECOND ENGINEER,5
m353,TERRY,5
m353,TITA,68
m353,TWINKY,5
m353,WAITRESS,11
m354,AARON,13
m354,AMANDA,24
m354,CARL0S,5
m354,CARLOS,19
m354,DONNA,18
m354,HECTOR,6
m354,JENETTE,14
m354,MICHELLE,8
m354,VICTOR,67
m355,BOYD,4
m355,CLERK,5
m355,CREASY,12
m355,CUMMINGS,25
m355,DR. DOLEN,24
m355,FAT SAM,16
m355,FLETCH,361
m355,GAIL,6
m355,GILLETT,13
m355,GUMMY,13
m355,LARRY,16
m355,MAN,11
m355,MARGIE,3
m355,MARVIN,17
m355,MR. STANWYK,14
m355,MR. UNDERHILL,5
m355,MRS. STANWYK,76
m355,RECORDS NURSE,12
m355,STANWYK,32
m355,VELMA,7
m355,WAITER,14
m355,WALKER,33
m356,BAND,3
m356,COLLEEN,28
m356,DON,9
m356,FORD,206
m356,GRENDEL,27
m356,JAZZ,40
m356,JOHNNY,8
m356,LT. AMOS,12
m356,MELODI,7
m356,SLEAZY GUY,4
m356,SMILEY,11
m356,THE KID,21
m356,ZUZU,40
m357,1ST MAN,3
m357,2ND MAN,11
m357,ANGIE,6
m357,BLACK PUSHER,6
m357,CHARNIER,37
m357,DANCER,5
m357,DESK CLERK,13
m357,DEVEREAUX,5
m357,DOYLE,88
m357,JESUS,4
m357,LA VALLE,11
m357,MARIE,15
m357,MULDERIG,6
m357,MUTCHIE,10
m357,NICOLI,7
m357,RUSSO,38
m357,SAL,15
m357,WEINSTOCK,4
m358,DARYL,8
m358,DESK SGT.,4
m358,FRANK,185
m358,GIBSON,9
m358,GORDO,18
m358,JOHN,178
m358,JOHNNY,8
m358,JULIA,40
m358,SATCH,41
m358,SHEPARD,18
m358,SUPERVISOR,4
m359,ABEL,5
m359,ANDY,27
m359,CHILI,10
m359,CHRIS,29
m359,CHUCK,10
m359,DEBBIE,24
m359,DEREK,23
m359,SHELLY,39
m359,VERA,27
m36,AUNT BARBARA,8
m36,BEN,9
m36,DETECTIVE WILLIAMS,31
m36,DOROTHY,116
m36,F.B.I. MAN,3
m36,FRANK,38
m36,JEFFREY,304
m36,MIKE,12
m36,MR. BEAUMONT,5
m36,MRS. BEAUMONT,14
m36,MRS. WILLIAMS,12
m36,RAYMOND,3
m36,SANDY,128
m36,YELLOW MAN,6
m360,CORT,6
m360,DARREN,8
m360,DEPUTY,6
m360,JILL,6
m360,KATIE,5
m360,LARRY,4
m360,LIZBETH,8
m360,MEGAN,26
m360,NANCY,11
m360,PAULA,23
m360,SHERIFF,37
m360,SISSY,10
m360,STAN,9
m360,TOMMY,35
m361,CAMPBELL,7
m361,DIANA,31
m361,DUKE,26
m361,JESSICA,4
m361,JOSH,5
m361,RANDY,16
m361,SHERIFF,30
m361,STEVEN,38
m361,VICKI,11
m362,EVA,17
m362,JIM,9
m362,MCCULLOCH,52
m362,MISS VAN DEUSEN,35
m362,RADIO OFFICER,4
m362,RENNIE,40
m362,SEAN,30
m362,SUZY,9
m362,TAMARA,24
m362,WAYNE,3
m362,YOUNG RENNIE,5
m363,DRIVER,11
m363,ELLIOT,48
m363,FIRST MAN,4
m363,JACK,7
m363,JOANNA,20
m363,LAUREL,39
m363,LILLIAN,19
m363,MATTHEW,10
m363,MICHAEL,26
m363,NICKY,251
m363,PAISLEY,39
m363,PETER,19
m363,SECOND MAN,3
m363,SIDNEY,6
m363,STEVEN,30
m363,TOYOTA,31
m363,WAITER,4
m364,BA,11
m364,BOURKEWHITE,8
m364,CHARLIE,12
m364,COLLINS,5
m364,GANDHI,96
m364,IRWIN,4
m364,JINNAH,5
m364,KHAN,8
m364,MIRABEHN,5
m364,NEHRU,15
m364,PATEL,13
m364,PORTER,4
m364,SENIOR POLICE OFFICER,4
m364,SMUTS,11
m364,WALKER,15
m365,ANTON,7
m365,ANTONIO,6
m365,CAESAR,5
m365,DETECTIVE HUGO,27
m365,DIRECTOR JOSEF,8
m365,EUGENE,76
m365,GENETICIST,12
m365,GERMAN,11
m365,HUGO,4
m365,INVESTIGATOR,43
m365,IRENE,38
m365,JEROME,104
m365,LAMAR,7
m365,MARIA,10
m365,NURSE,7
m365,VINCENT,15
m366,BEYNON,22
m366,CAROL,132
m366,DOC,186
m366,FRAN,8
m366,HAROLD,4
m366,LAUGHLIN,4
m366,RUDY,23
m366,SALESMAN,3
m366,SLIM,21
m366,SOLDIER,7
m367,ALBERT,14
m367,BILLY,6
m367,BRUMBY,15
m367,CARTER,212
m367,CON,5
m367,DOREEN,10
m367,EDDIE,7
m367,EDNA,41
m367,ERIC,21
m367,GERALD,5
m367,GLENDA,39
m367,HARRY,12
m367,KEITH,27
m367,KINNEAR,20
m367,MARGARET,18
m367,PETER,4
m367,SID,3
m367,THORPE,11
m368,AARONOW,184
m368,BAYLEN,21
m368,LEVENE,169
m368,LINGK,50
m368,MOSS,161
m368,ROMA,208
m368,WILLIAMSON,136
m369,ANTHONY,11
m369,CICCI,3
m369,CLEMENZA,11
m369,CONNIE,17
m369,DEANNA,9
m369,DON CORLEONE,5
m369,DON FRANCESCO,3
m369,FANUCCI,6
m369,FBI MAN #1,4
m369,FREDO,49
m369,GENCO,14
m369,HAGEN,90
m369,KAY,37
m369,KLINGMAN,5
m369,MAMA,10
m369,MAN,3
m369,MICHAEL,187
m369,NERI,12
m369,OLA,8
m369,PENTANGELI,53
m369,ROBERTO,9
m369,ROCCO,9
m369,ROSATO,15
m369,ROTH,21
m369,SAM ROTH,4
m369,SANDRA,8
m369,SENATOR,3
m369,SENATOR GEARY,16
m369,SENATOR KANE,14
m369,TESSIO,5
m369,VITO,26
m369,WIDOW,3
m37,AUGUSTUS,10
m37,BOTH,3
m37,CHAFFEY,7
m37,CONNOR,111
m37,DOC,6
m37,DOLLY,10
m37,DONNA,7
m37,DUFFY,15
m37,GREENLY,12
m37,MOM,22
m37,MURPHY,82
m37,PRIEST,23
m37,ROCCO,93
m37,ROZ,5
m37,SMECKER,79
m37,VINCENZO,4
m37,YAKAVETTA,12
m370,BETTY,24
m370,CLAY,237
m370,DAVID,16
m370,DR. PAYNE,6
m370,DWIGHT,7
m370,ELSA LANCHESTER,14
m370,ERNEST THESIGER,4
m370,HANNA,61
m370,HARRY,7
m370,KAY,37
m370,PRINCESS MARGARET,6
m370,WHALE,282
m371,ATLEY JACKSON,22
m371,CALITRI,22
m371,DETECTIVE CASTLEBECK,34
m371,DETECTIVE DRYCOFF,8
m371,DONNY ASTRICKY,38
m371,FREB,21
m371,HELEN RAINES,15
m371,JUDGE CROFT,5
m371,KIP,88
m371,MEMPHIS,250
m371,MIRROR MAN,7
m371,OTTO,35
m371,SWAY,57
m371,TOBY,33
m371,TOM,4
m371,TUMBLER,12
m372,ANGIE,3
m372,BILLY,6
m372,HENRY,120
m372,JIMMY,33
m372,JUDY,7
m372,KAREN,55
m372,KAREN'S MOTHER,7
m372,MARTY,5
m372,MCDONALD,4
m372,MICKEY,3
m372,ROBIN,6
m372,SONNY,5
m372,TODDY,4
m372,TOMMY,12
m372,VARIO,23
m373,ALL,4
m373,BILLY,7
m373,CHUCKIE,93
m373,CLARK,6
m373,DYTRESS,3
m373,EXECUTIVE,6
m373,HYPNOTIST,6
m373,LAMBEAU,129
m373,MORGAN,42
m373,PEKEC,4
m373,PSYCHOLOGIST,13
m373,SEAN,158
m373,SKYLAR,112
m373,STUDENT,4
m373,TERRY,5
m373,TIMMY,5
m373,TOM,4
m373,WILL,278
m374,AGENT,4
m374,AL,33
m374,BILL,5
m374,BLONDE GIRL,3
m374,BOOKKEEPER,11
m374,CARETAKER,16
m374,CASY,43
m374,CONNIE,3
m374,COP,5
m374,DAVIS,4
m374,DRIVER,16
m374,FIRST BOY,4
m374,FLOYD,4
m374,FRANK,3
m374,GIRL,4
m374,GRAMPA,9
m374,GUARD,11
m374,JOHN,4
m374,MA,86
m374,MAE,12
m374,MIGRANT,4
m374,MULEY,21
m374,PA,45
m374,ROSASHARN,20
m374,RUTHIE,9
m374,RUTHIE'S VOICE,4
m374,SECOND MAN,4
m374,SPENCER,4
m374,THE MAN,5
m374,TIM,4
m374,TOM,191
m374,WINFIELD,7
m374,WINFIELD'S VOICE,4
m375,AMY,9
m375,ARLENE,4
m375,BOB,11
m375,CLUB MEMBER #1,9
m375,CLUB MEMBER #2,4
m375,DAN,5
m375,DEBI,58
m375,DR. OATMAN,17
m375,DRIVER,11
m375,GROCER,15
m375,KEN,7
m375,LARDNER,17
m375,MARCELLA,25
m375,MARTIN,189
m375,MARY,14
m375,MCCULLERS,16
m375,MR. NEWBERRY,6
m375,PAUL,15
m375,SOUTHTEC GUARD,3
m376,ANNIE,269
m376,DAVID GOTTSCHALK,7
m376,DIANE,43
m376,FRANK,25
m376,GRACE,118
m376,JOE,16
m376,JUDITH,8
m376,LIZ,8
m376,ROBERT,82
m376,RONA,10
m376,TOM,123
m376,TWIN,4
m376,WOMAN,3
m377,AGENT BOB,5
m377,AGENT RAY,7
m377,BLADE,8
m377,CEREAL,36
m377,DADE,105
m377,GILL,11
m377,HAL,10
m377,JOEY,10
m377,KATE,63
m377,KID,4
m377,MARGO,25
m377,MRS. MURPHY,12
m377,NIKON,24
m377,NORM,5
m377,OPERATOR,4
m377,PHREAK,37
m377,PLAGUE,48
m377,RAZOR,6
m378,ATTENDANT,4
m378,BRADY,31
m378,COP,4
m378,DARLENE,14
m378,DR. HOFFMAN,17
m378,EARL,8
m378,GUY,7
m378,JAMIE,32
m378,KELLY,8
m378,LINDSAY,8
m378,LOGAN,14
m378,LOOMIS,45
m378,MAN,12
m378,MEEKER,46
m378,RACHEL,82
m378,RICHARD,7
m378,SAYER,6
m379,ANNIE,54
m379,BOB,9
m379,BOYFRIEND,5
m379,BRACKETT,24
m379,LAURIE,82
m379,LINDSEY,16
m379,LOOMIS,41
m379,LYNDA,29
m379,MARION,12
m379,PAUL,3
m379,SISTER,4
m379,TOMMY,34
m379,WYNN,6
m38,ANTHONY,287
m38,APPLEJACK,20
m38,BOB,157
m38,COP,3
m38,DIGNAN,350
m38,EMPLOYEE,4
m38,FUTURE MAN,10
m38,INEZ,5
m38,JACKSON,5
m38,KUMAR,3
m38,LITTLE RICHARD,3
m38,MAN,14
m38,MR. HENRY,48
m380,APRIL,46
m380,CAROL,5
m380,DAVID,35
m380,DR. ABEL,14
m380,DUSTY,10
m380,ED,5
m380,ELLIOT,125
m380,EVAN,9
m380,FATHER,9
m380,FREDERICK,36
m380,GAIL,25
m380,HANNAH,179
m380,HOLLY,219
m380,KRISHNA LEADER,6
m380,LEE,164
m380,MICKEY,179
m380,NORMA,8
m380,NORMAN,6
m381,ANNA,11
m381,BARNEY,35
m381,BRIGHAM,18
m381,COMMITTEE MEMBER,3
m381,COP ONE,9
m381,CORDELL,42
m381,CRAWFORD,20
m381,DRUMGO,12
